Nº	Padre do Deserto	Sentença
706	Abba Pacomíus	"Não seja vingativo; não seja maledicente; não seja ciumento; não seja falso; não seja adulador; não seja soberbo. Observe estas seis coisas e viverá no Senhor."
707	Abba Pacomíus	"A caridade é a mãe de todas as virtudes; sem ela, nenhuma virtude pode subsistir. Como o corpo sem alma, a virtude sem amor é cadáver."
708	Abba Sisoes	Quando um irmão caiu, um anjo me mostrou que cada queda pode ser remediada pelo arrependimento, se o coração não endurecer.
709	Abba Sisoes	"Não posso ser um monge, mas vi monges; e eles me ensinaram que a humildade é o fundamento de todas as virtudes."
710	Abba Sisoes	"Perguntaram a um ancião: Por que temos tantos pensamentos maus? Ele respondeu: Porque comemos muito e dormimos muito; isso dá ao inimigo espaço para entrar."
711	Abba Silvano (de Scete)	"Não ensineis antes de serem interrogados; e, quando interrogados, respondei o necessário e não mais. A palavra demais é como prato demais: embrulha o estômago."
712	Abba Silvano (de Scete)	"O bom monge é aquele cujo coração está em Deus quando fala, quando trabalha e quando come; de tal modo que não há nele separação entre o exterior e o interior."
713	Abba Sisoes (Pastor)	Aquele que sempre se acusa a si mesmo por tudo que lhe acontece, esse já tem o início da humildade.
714	Abba Serapião (de Thmuis)	"Não pode ser unão com Deus quem não está unido ao seu próximo pelo amor; pois Deus é amor e aquele que permanece no amor permanece em Deus."
715	Abba Agatão	"Vi monges que fizeram grandes coisas exteriores, mas dentro era vazio; e vi monges que fizeram coisas pequenas, mas dentro havia um paíz celeste."
716	Abba Agatão	Não há trabalho maior que o de guardar a mente limpa às vésperas da morte.
717	Abba Agatão	"Procurei um homem sem falha e não o encontrei; procurei um homem humilde e o encontrei em todos os lugares."
718	Abba Macário o Grande	O monge que é louvado pelos homens e lão se humilha, já perdeu o fruto de suas vigílias.
719	Abba Macário o Grande	"A alma que está cheia de amor não tem lugar para o julgamento dos outros; cada vez que ela olha para os outros, vê apenas a própria miséria."
720	Abba Macário o Grande	Se Deus me pede conta de cada palavra ociosa, com mais razão me pedirá conta de cada silêncio ocioso — quando deveria ter falado e não falei.
721	Abba Antônio	"Quem quer que seja, quando encontrar alguém que peca, deve rezar por ele e não o julgar; pois Deus é o único juiz."
722	Abba Antônio	Se o monge não tem em seu coração o temor de Deus, logo será dominado pelo medo dos homens.
723	Abba Antônio	"O monge deve viver como se fosse morrer hoje, mas trabalhar como se fosse viver para sempre; assim não desperdiçará nem um dia nem uma hora."
724	Amma Sincletica	Assim como os peixinhos, se ficam muito tempo em terra seca, morrem, assim também os monásticos, ficando muito tempo com as pessoas do mundo, perdem a tensão do silêncio.
725	Amma Sincletica	"Devemos nos alegrar com as tentações, pois elas são o sinal de que Deus ainda se importa conosco; o que Deus abandona, o diabo também abandona."
726	Amma Sincletica	"Não basta fugir do mundo no corpo; é preciso fugir do mundo no coração. Muitos fugiram com o corpo e continuaram no mundo com os pensamentos."
727	Amma Sara	"Luto pela minha alma como se nunca tivesse começado o caminho espiritual; e graças a isso, Deus me dá força para continuar."
728	Abba Arsênio	Não sei se serei salvo, mas sei que se fizer o que me compete, Deus fará o que é de Sua competência.
729	Abba Poemen	"Vi um irmão que foi muito tentado, e que, ao invés de resistir com as próprias forças, correu para Deus como uma criança corre para a mãe; e o Senhor o salvou."
730	Abba Poemen	"A tristeza pelas coisas de Deus gera a compunção; a tristeza pelas coisas do mundo gera o desespero."
731	Abba Poemen	"Quem procura a honra no serviço de Deus, já recebeu o seu salário; quem busca a honra de Deus, esse aguarda ainda o que lhe será dado."
732	Abba Poemen	"O espelho da alma é a compunção; sem ela, a alma não se vê."
733	Abba Macário o Grande	"A oração não é fazer muitas palavras; a oração verdadeira é o olhar do coração voltado a Deus sem distração."
734	Abba Macário o Grande	Não me tornei monge pelo jejum, nem pela vigília, nem pelo trabalho das mãos, mas pelo pensamento constante na presença de Deus.
735	Abba João Colobos	"Um irmão perguntou: O que devo fazer para ser salvo? O ancião respondeu: Nunca contentes com o que já fizeste, e não te justifiques diante de Deus; nunca cesses de pedir misericórdia."
736	Abba João Colobos	Quem ensina antes de ter aprendido é como quem constrói uma casa na areia: qualquer chuva a desfaz.
737	Abba Poemen	"Quando o irmão cai, não o empurres para baixo; tende-lhe a mão e levanta-o; porque um dia tu mesmo precisarás de uma mão que te levante."
738	Abba Poemen	"A misericórdia é a mãe do arrependimento; sem misericórdia, o irmão cado não tem coragem de se levantar."
739	Abba Arsênio	"A solidão é boa quando o coração está em paz; mas quando o coração é turbulento, a solidão só amplifica a turbulência."
740	Abba Poemen	"Quando fores tentado, não te digas: sou forte e vencerei. Dize: Senhor, sou fraco; Tu que és forte, age em mim."
741	Abba Antônio	"O demônio não teme o jejum, nem a vigília, nem a solidão; só teme a humildade, porque não sabe imitá-la."
742	Abba Macário o Grande	O médico que não conhece a sua própria doença, não pode curar a do outro. Assim também o monge que não se conhece a si mesmo, não pode ajudar o irmão.
743	Abba Poemen	"O coração que está cheio de si mesmo não tem espaço para Deus; e o coração vazio de si mesmo é o tabernáculo do Espírito Santo."
744	Abba Sisoes	"Aprendi que a maior vitória não é sobre o inimigo, mas sobre si mesmo; e que o maior inimigo do monge é o próprio eu."
745	Abba Antônio	Vi todos os laços do inimigo e disse a Deus: Quem pode escapar destes? E Deus respondeu: O humilde, pois ele passa por baixo de todos os laços.
746	Abba Poemen	"A virtude do monge é conhecida não nas boas horas, mas nas más; não quando a graça está abundante, mas quando está ausente."
747	Abba Agatão	"O que é melhor: falar ou calar? Respondeu: Quando a fala é útil, fala; quando o silêncio é útil, cala. E os dois sirvam a Deus."
748	Abba Silvano	"Se você tem um bom pensamento e não o coloca em prática, perde-o; se tem um mau pensamento e não o resiste, concretiza-o. Em ambos os casos, a resposta é a ação vigilante."
749	Abba Poemen	"A compaixão pelo próximo não é fraqueza; é o coração de Cristo que age em mim."
750	Abba Macário o Grande	"O que é admirável não é o monge que realiza grandes milagres; é aquele que suporta com paz uma palavra dura."
751	Abba João o Anão	Quando o próprio discernimento abandona o monge, ele faz coisas grandes por fora mas permanece vazio por dentro.
752	Abba Poemen	"A fome do corpo é remediada pelo pão; a fome da alma só pode ser remediada pela presença de Deus."
753	Abba Cassiano	"O amor de Deus é o fundamento e o fim de toda ascese; sem ele, as obras são fárdo sem destino."
754	Abba Cassiano	"A paz interior não é ausência de tentações; é a presença de Deus no meio das tentações."
755	Abba Arsenio	"Deus não nos abandonou; somos nós que muitas vezes abandonamos a Deus. Mas Ele aguarda pacientemente que voltemos."
756	Abba Teodoro de Pherme	"O monge que é sempre agitado não progride; o monge que é sempre quieto não serve. É preciso saber quando falar e quando calar, quando agir e quando aguardar."
757	Abba Agatão	"Quando o coração é puro, a boca fala pureza; quando é impuro, a boca fala impureza. Por isso o monge vigia primeiro o coração."
758	Abba Macário o Grande	"Deus me mostrou que o monge solitário que pensa mal dos outros nunca obtém a paz; e o monge no meio dos outros que pensa bem deles, esse mesmo no deserto encontra paz."
759	Abba Moisés	"Senta-te em tua cela com compunção; ela te ensinará melhor do que qualquer ancião."
760	Abba Antônio	"Se o coração está vazio de paixões, torna-se claro como espelho; e numa água clara vê-se o fundo."
761	Abba Sisoes	"A cela é o lugar onde Deus e o monge se encontram; quem abandona a cela frequentemente, perde esta oportunidade sagrada."
762	Abba Poemen	Há três trabalhos excelentes: temor de Deus, oração e compunção. Estes três, praticados juntos, formam o coração do monge.
763	Abba Poemen	O que é o compungimento do coração? É a dor que não desesperança e que nos leva de volta a Deus.
764	Abba Arsenio	Quando eu estava no palácio imperial, não encontrava paz. Quando fugi ao deserto, comecei a encontrar paz. E descobri que a paz não vem do lugar, mas de Deus.
765	Abba João Colobos	"O começo de todo bem é a paz da consciência; sem ela, nem o jejum, nem a vigília, nem a caridade produzem fruto."
766	Abba Agatão	"Vi monges que tinham grande ciência e eram como sepulcros caiados; e vi monges simples que eram como tesouros escondidos. Não sejais como os sepulcros."
767	Abba Poemen	"A primeira coisa que o diabo faz com o monge é roubar-lhe a compunção; pois sem compunção, o monge é como uma planta sem raízes."
768	Abba Macário o Grande	"Vi monges que eram muito rigorosos com os outros e muito lenientes consigo mesmos; e vi monges que eram muito rigorosos consigo mesmos e muito misericordiosos com os outros. Os segundos são mais sábios."
769	Abba Moisés	"Quando o irmão te ofender, não guarda isso na memória; pois a memória das ofensas é o escorpião que pica sempre que é tocado."
770	Abba Poemen	"Quando a tua mente está em paz, tu podes ajudar o próximo; quando está agitada, tu só aumentas a agitação do próximo."
771	Abba Antônio	A humildade é como a terra: todo fruto nasce da terra, e nenhum fruto espiritual nasce sem humildade.
772	Abba Agatão	"Aprendi que a virtude principal não é a que se vê, mas a que se esconde; não a que é admirada, mas a que é exercida em segredo."
773	Abba Poemen	"O monge que sabe sofrer com alegria já está na porta do Reino; pois o próprio Cristo sofreu com alegria pela nossa salvação."
774	Abba Sisoes	"A tentativa de evitar toda tentação é em si uma tentação de orgulho; o verdadeiro monge não evita as tentações, mas as enfrenta com humildade e oração."
775	Abba Macário o Grande	O que Deus quer não é que façamos coisas grandes, mas que façamos as coisas pequenas com grande amor.
776	Amma Sincletica	"Quando a tentação chega pela esquerda, vai para a direita; quando chega pela direita, vai para cima. E acima de tudo, está Deus."
777	Abba Arsênio	"A órbita do sol nunca para; assim também a mente do monge nunca deve parar de buscar Deus."
778	Abba Poemen	O que chamamos de paz espiritual não é a ausência de combate, mas a presença de Deus no meio do combate.
779	Abba Antônio	"Quando Deus nos visita, sentimos como que uma certeza; quando o demonio nos visita, sentimos como que uma dúvida que aumenta progressivamente."
780	Abba Poemen	"Vence-se a ira não pela resistência, mas pelo silencio; pois a ira é como fogo que se alimenta do vento das palavras."
781	Abba Sisoes	"Quando eu lembro dos meus pecados, o amor de Deus me parece ainda maior; e quando lembro do amor de Deus, meus pecados me parecem ainda mais absurdos."
782	Abba Macário o Grande	"O homem que todos louvam e que não se humilha já começou sua queda; o homem que todos criticam e que não perde a paz, esse já começou sua salvacão."
783	Abba Arsênio	"Quando o demônio não consegue tirar o monge de sua cela, tenta tirar sua paz dentro da cela; se não consegue isso, tenta tirar sua humildade dentro da paz."
784	Abba Poemen	"O monge que não aprende a orar nos sofrimentos, não aprenderá a rezar nos momentos de consolação; pois é nos sofrimentos que a oração se torna real."
785	Abba Moisés	"Quando souberes que morres, já saberás como viver; pois a memória da morte é o mestre mais honesto que existe."
786	Abba Antônio	Perguntei a Deus: O que é que os anjos fazem? E me foi respondido: Louvam, servem e obedecem. Eis o programa completo da vida espiritual.
787	Abba Agatão	"O monge que teme a opinião dos homens não pode agir livremente diante de Deus; e o monge que teme só a Deus, não se preocupa com a opinião dos homens."
788	Abba João Colobos	"Quando fui ao ancião com três questões e esqueci uma delas no caminho, voltei para buscada; pois nenhuma pergunta ao ancião pode ser abandonada por preguicça."
789	Abba Poemen	"Vi irmãos que trabalhavam muito e descansavam pouco; e vi irmãos que trabalhavam pouco e descansavam muito. Os primeiros cresciam; os segundos definhavam. O trabalho honesto é o alimento da alma."
790	Abba Serapião de Thmuis	"Não tema a dificuldade da vida espiritual; o que parece difícil no começo torna-se doce no meio e glorioso no fim."
791	Abba Cassiano	"O monge que é tímido na luta espiritual não é tímido; é prudente. Mas o que foge da luta é covaerde. Há uma diferença entre recuar com discernimento e fugir por medo."
792	Abba Poemen	"Quando te sobrevier algum pensamento que te perturbe, não te deixes vencer por ele; mas dize: Este pensamento é do inimigo, não meu; e ao nome de Jesus, afasta-o."
793	Abba Macário o Grande	Vi monges que eram sábios como cobras, e vi monges que eram simples como pombas. Mas os mais sábios eram os que eram ambos: sábios como cobras e simples como pombas.
794	Abba Antônio	"Não há vício que não tenha a sua raíz no amor próprio; nem virtude que não tenha a sua raíz no amor a Deus."
795	Abba Sisoes	"Quando o monge está em paz, os irmãos que chegam saem em paz; quando o monge está agitado, os irmãos que chegam saem ainda mais agitados. A paz interior se comunica."
796	Abba Poemen	"Quem aprende a calar quando está com raiva, aprende tudo; quem não aprende isso, perde tudo o mais que aprendeu."
797	Abba Arsênio	"Quando fugi do palácio, fugi do ruído; quando fugi do ruído, encontrei o silêncio; quando encontrei o silêncio, encontrei Deus."
798	Abba Moisés	"A compunção é a lágrima da alma que vê Deus e vê a si mesma; e ao ver ambos, chora de amor e de vergonha ao mesmo tempo."
799	Abba João o Anão	Quando me levantei da obedãencia para a liberdade, percebi que a obediência havia sido a maior liberdade que tive.
800	Abba Poemen	"Vi irmãos que tinham muita ciência e pouca compunção; e vi irmãos que tinham pouca ciência e muita compunção. Os primeiros falavam muito e faziam pouco; os segundos falavam pouco e faziam muito. A compunção é mais útil que a ciência."
801	Abba Antônio	O demônio tem muitos artificioss para destruir o monge, mas o mais eficaz é este: fazer com que o monge pense que já alcançou a perfeicão.
802	Abba Agatão	"A humildade do coração é maior que a humildade do corpo; o corpo pode se prostrar enquanto o coracão se erguea em orgulho."
803	Abba Sisoes	"Aprendi que não é o lugar que santifica o homem, mas o homem que santifica o lugar; ou antes, Deus que santifica o homem, e o homem santificado santifica o lugar."
804	Abba Macário o Grande	O que o Senhor pediu ao jovem rico, pediu a todos nós: Vaí, vende o que tens, dá aos pobres, e vem e segue-me. Não só no sentido material, mas no sentido espiritual: và e vende tua vontade própria.
805	Abba Poemen	"A verdadeira pob reza não é não ter nada; é não querer nada. Pois pode-se não ter nada e estar cheio de desejos; e pode-se ter muito e estar livre de todo desejo."
806	Abba Arsênio	"O silêncio do corpo ajuda o silêncio da alma; e o silêncio da alma é o começo da oração."
807	Abba Cassiano	"O demônio da acídia diz ao monge: Isso não serve para nada; os outros estão fazendo coisas mais úteis. E se o monge escutar, estará perdido."
808	Abba Poemen	"O monge que se compar a a outros, já perdeu a batalha interior; pois na vida espiritual, a única comparação válida é com quem você era ontem."
809	Abba Antônio	"A virtude começa quando você decide e acaba quando Deus a consuma; o que está no meio é a colaboracão entre a liberdade humana e a graça divina."
810	Abba Macário o Grande	"Quando o monge ora e não sente nada, não abandone a oração; pois o valor da oração não está no sentimento, mas na fidelidade."
811	Abba Poemen	"O monge fiel é aquele que ora quando sente e quando não sente, quando está consolado e quando está desolado; pois a fidelidade vale mais que o fervor."
812	Abba Silvano	"Vi monges que or avam muito e eram orgulhosos; e vi monges que oravam pouco e eram humildes. Prefiro o monge humilde que ora pouco ao monge orgulhoso que ora muito."
813	Abba Antônio	"A luta espiritual nunca acaba enquanto vivemos; quem diz que já alcançou a paz definitiva, provavelmente nunca conheceu a verdadeira luta."
814	Abba Poemen	O monge que aprende a aceitar a própria miséria sem desespero e a amar a própria pequenez sem resignação, esse já está muito perto de Deus.
815	Abba Moisés	"Não há nada que Deus não possa perdoar, exceto a negativa do próprio perdão; pois o inferno não é povoado pelos grandes pecadores, mas pelos que recusaram o arrependimento."
816	Abba Sisoes	"Vi monges que choravam seus pecados sem cessar e depois pecavam de novo sem remorso; e vi monges que pecaram uma vez e não cessaram de chorar durante anos. Os primeiros choravam com a boca; os segundos choravam com o coração."
817	Abba Agatão	"Quando te vier um pensamento de julgamento sobre o irmão, substitui-o imediatamente por um pensamento de misericordia; pois é a misericordia que Deus quer, e não o julgamento."
818	Abba Poemen	Há três sinais de que o demônio visitou o coração: inquietação, julgamento dos outros e esquecimento de si mesmo. Há três sinais de que Deus visitou: paz, misericordia e conhecimento de si mesmo.
819	Abba Macário o Grande	O demônio diz ao monge: Vós sois Santos e perfeitos. Deus diz ao monge: Vocs sois pecadores que precissam de misericórdia. Escuta quem diz a verdade.
820	Abba Poemen	"Quando o irmão te faz o bem, agradece a Deus por ter enviado o irmão; quando o irmão te faz o mal, agradece a Deus por ter enviado a tua medicina."
821	Abba Antônio	"O que mais temo não é o julgamento de Deus, mas o meu próprio julgamento; pois sei que Deus é misericordioso, mas não sei se eu sou misericordioso comigo mesmo."
822	Abba Sisoes	A memória da morte é como a lu de uma lamparina numa noite escura: torna tudo mais claro, mas não é o sol. O sol é a presença de Deus.
823	Abba Poemen	"Quando te vier a tentação de ensoberbecer-te, lembra dos teus pecados; quando te vier a tentação de desesperar por teus pecados, lembra da misericordia de Deus. Os dois remédios juntos formam o equilíbrio espiritual."
824	Abba Arsênio	"Prefiro ser um ignorante em paz do que um sábio em agitação; pois a sabedoria sem paz é um instrumento que fere quem o carrega."
825	Abba Moisés	"A maior parte das batalhas espirituais são ganhas não pela força, mas pela fuga; não pela resistência, mas pela humildade."
826	Abba Macário o Grande	"Quando alguém te louva, pensa: Não sou o que ele pensa que sou; quando alguém te critica, pensa: Sou pior do que ele imagina. Ambos os pensamentos te guardam do orgulho."
827	Abba João o Anão	"A cela é o lugar de nascimento do monge; pois o monge que não nasce na cela, não nasce de verdade na vida espiritual."
828	Abba Poemen	"A paciência no sofrimento não é passividade; é a força de quem confia que Deus age mesmo quando nada parece acontecer."
829	Abba Agatão	"O monge que se compraz em seus sucessos espirituais é como o agricultor que colhe antes do tempo; o fruto parece maduro, mas por dentro ainda está amargo."
830	Abba Sisoes	"Quando chegar a hora da morte, o único que me poderá ajudar é o arrependimento que tive na vida; não os jejuns, não as vigílias, não os milagres, mas o arrependimento sincero."
831	Abba Antônio	"A paz da alma não vem de circunstâncias favoráveis; vem de um coração que aprendeu a aceitar todas as circunstâncias como vontade de Deus."
832	Abba Poemen	"Quando a alma está limpa, todo o mundo parece belo; quando a alma está suja, todo o mundo parece feio. O que muda não é o mundo; é a alma."
833	Abba Macário o Grande	"O monge que não chora por seus pecados não pode verdadeiramente alegrar-se com a misericórdia de Deus; pois só chora com alegria quem chora primeiro com compunção."
834	Abba Cassiano	O perigo da vida espiritual não está nos pecados graves, mas nos pequenos deslizes não reconhecidos que acumulam e formam o hábito do mal.
835	Abba Arsênio	"Quando fugi para o deserto, trouxe comigo tudo o que queria deixar; e descobri que o deserto exterior não purifica o deserto interior."
836	Abba Poemen	O que o Espírito Santo faz no coração do monge é como o que o vento faz com o trigo: separa o joio do trigo, e o joio é levado pelo vento. Mas é preciso que o trigo permaneça quieto para ser separado.
837	Abba Antônio	"Vi no deserto monges que tinham os olhos voltados para Deus e monges que tinham os olhos voltados para si mesmos. Os primeiros cresciam em humildade; os segundos cresciam em orgulho."
838	Abba Moisés	"Quando o monge aprende a rezar em silêncio, é porque Deus começou a falar; e quando Deus fala, o monge aprende a calar."
839	Abba Sisoes	"A maior prova de amor ao irmão não é dar o que tens, mas receber o que ele te dá; pois receber com humildade é mais difícil que dar com generosidade."
840	Abba João Colobos	"O monge que se glorifica de sua obediência já não é obediente; a verdadeira obediência não sabe que existe."
841	Abba Poemen	"Quando o pensamento mau vier, não o trates como inimigo a combater, mas como enfermo a tratar; pois os pensamentos são fraquezas da alma, não inimigos externos."
842	Abba Macário o Grande	"O coração que está cheio de amor não encontra lugar para o ressentimento; e o coração que está cheio de ressentimento não encontra lugar para o amor. São dois estados incompatíveis."
843	Abba Agatão	"O que é mais difícil: amar o próximo ou amar Deus? Respondeu: São a mesma coisa. Quem ama Deus ama o próximo; quem não ama o próximo, não ama Deus, por mais que ore."
844	Abba Arsênio	"O sábio que cala é duas vezes sábio; o ignorante que cala parece sábio; o sábio que fala demais parece ignorante. Por isso o silêncio é sempre proveitoso."
845	Abba Poemen	"Quando o monge é tentado à tristeza, que ore pela alegria dos outros; e quando é tentado à alegria desordenada, que ore pela dor dos que sofrem. Assim mantém o equilíbrio."
846	Abba Antônio	"A leitura das Escrituras alimenta a mente; a oração alimenta o coração; o jejum alimenta o espírito de combate; mas a humildade sustenta tudo isso junto."
847	Abba Sisoes	"O monge que faz muitas obras e tem pouca humildade é como árvore muito florida mas com raízes fracas; na primeira tempestade, cai."
848	Abba Macário o Grande	Quando me perguntam como é a vida espiritual, respondo: É como aprender a nadar: no começo parece impossível, depois parece difícil, depois se torna natural, e finalmente se torna alegria.
849	Abba Moisés	"A paz que o mundo oferece é ausência de conflito exterior; a paz que Cristo oferece é presença de Deus no meio do conflito interior."
850	Abba Poemen	"Vi monges que lutaram durante anos e caíram no fim; e vi monges que caíram no início e levantaram-se e chegaram ao fim. A perseverança final vale mais que o fervor inicial."
851	Abba Agatão	"O monge que abandona uma cela para ir a outra mais tranquila, descobre que trouxe a intranquilidade consigo; pois a paz não está na cela, mas no coração."
852	Abba João o Anão	O que é mais nobre: ter muitas virtudes ou ter humildade? Respondeu: Um só grão de humildade verdadeira vale mais do que todos os campos de virtude sem humildade.
853	Abba Poemen	"Não se preocupa com a perfeição aquele que está sempre começando; e começar sempre de novo é a definição da vida espiritual."
854	Abba Arsênio	"Quando Deus me chamou a sair do palácio, não me chamou para a solidão, mas para Si mesmo; a solidão foi apenas o meio, não o fim."
855	Abba Antônio	"O maior milagre que já vi foi um monge humilhado que não se defendeu; pois a natureza humana, por si mesma, sempre se defende, e não se defender é obra de Deus."
856	Abba Macário o Grande	"A alma que cessa de pedir a Deus, começa a pedir ao mundo; e o mundo nunca satisfaz o que a alma realmente precisa."
857	Abba Sisoes	"O arrependimento sincero não fica olhando para o pecado; ele olha para Deus. Não é o horror do pecado que salva, mas o amor de Deus que atrai."
858	Abba Poemen	"O que mais me admira no amor de Deus é que Ele ama os que não merecem ser amados; e se eu entendo isso, começo a amar os que não merecem ser amados por mim."
859	Abba Moisés	"Vi um irmão que sempre se acusava e nunca acusava os outros; e vi outro que sempre acusava os outros e nunca a si mesmo. O primeiro crescia; o segundo diminuía."
860	Abba Agatão	"O monge que não aprendeu a servir não pode aprender a contemplar; pois a contemplação é o serviço elevado ao seu grau mais alto."
861	Abba Antônio	"A tentação não é pecado; o consentimento à tentação é pecado. E entre a tentação e o consentimento, há um espaço onde mora a liberdade humana e a graça de Deus."
862	Abba Poemen	"O amor de Deus é a regra que governa todas as outras regras; sem ele, as regras são gaiola sem pássaro."
863	Abba Macário o Grande	"A ascese sem amor é como corpo sem alma; pode andar, mas não vive."
864	Abba Sisoes	"Quando eu era jovem, achava que a vida espiritual era conquistar; quando fui velho, aprendi que a vida espiritual é receber. A graça não é conquistada; é recebida."
865	Abba João Colobos	"O monge que não sabe rezar quando está alegre, não saberá rezar quando estiver triste; pois a oração é hábito, não humor."
866	Abba Arsênio	"Quem é o maior pecador do mundo? Eu mesmo; pois não conheço os pecados dos outros, mas conheço muito bem os meus."
867	Abba Poemen	"A caridade não é sentimento; é ato. Não é gostar do irmão; é servir ao irmão. E servindo ao irmão, aprende-se a gostar dele."
868	Abba Antônio	"O que pede a Deus que seja fácil, pede que seja difícil; pois a facilidade amolece a alma. Mas o que pede a Deus que dê força para o difícil, pede o que realmente precisa."
869	Abba Moisés	"A quietude não é ausência de pensamentos; é a presença de Deus que ordena os pensamentos. O silêncio verdadeiro está cheio, não vazio."
870	Abba Macário o Grande	"Quando o monge está em luta e pede socorro a Deus, e Deus não responde imediatamente, não pense que Deus não ouvia; pense que Deus estava esperando que o pedido se tornasse mais puro."
871	Abba Agatão	"A virtude que não foi testada não é virtude; é potencial de virtude. O teste é o que transforma o potencial em realidade."
872	Abba Poemen	"O monge que cuida bem do irmão, cuida melhor de si mesmo do que quando cuida só de si; pois no cuidado do irmão, esquece seus próprios problemas, e Deus cuida dos seus."
873	Abba Sisoes	"Quando sinto que estou progredindo na vida espiritual, é quando devo ter mais cuidado; pois o orgulho costuma vir vestido de progresso."
874	Abba Macário o Grande	"O que transforma o monge não é a quantidade de oração, mas a qualidade da atenção na oração; melhor uma hora com plena atenção do que dez horas com mente dividida."
875	Abba Antônio	"A graça de Deus não é rara; somos nós que somos raros em abrir a mão para recebê-la."
876	Abba Arsênio	"No mundo, aprendi a falar; no deserto, aprendi a calar; e no silêncio, comecei a ouvir Deus. São três etapas que ninguém pode pular."
877	Abba Poemen	"O bem que fazemos em segredo é como semente enterrada; ninguém vê, mas frutifica. O bem que fazemos em público é como semente jogada na estrada; todos veem, mas as aves comem."
878	Abba Moisés	"A oração do coração não tem palavras; é um olhar. E quando o coração olha para Deus, Deus olha para o coração, e neste olhar mútuo acontece a comunhão."
879	Abba João o Anão	"O peso da cela é a maior prova do monge; quem suporta o peso da cela, suporta tudo o mais; quem não suporta a cela, não suportará nada."
880	Abba Macário o Grande	"Vi muitos que fizeram grandes penitências e não se salvaram por causa do orgulho; e vi muitos que fizeram pequenas penitências e se salvaram pela humildade. A humildade é o que faz a penitência eficaz."
881	Abba Agatão	O monge que procura aprovação humana para seus atos espirituais, já se pagou a si mesmo. O que procura só a aprovação de Deus, aguarda o seu salário no fim.
882	Abba Antônio	"Deus me enviou ao deserto não para eu me tornar perfeito, mas para eu aprender que não sou perfeito e precisar de Deus; e descobri que esta necessidade é a maior das riquezas."
883	Abba Poemen	"A misericórdia de Deus é como o mar; não importa quantas vezes nos afogamos, sempre há uma mão que nos puxa de volta à superfície. Essa mão é o arrependimento sincero."
884	Abba Sisoes	"O monge que aprende a sorrir diante da tribulação está muito próximo da santidade; pois sorrir na tribulação só é possível quando se vê Deus por trás dela."
885	Abba Arsênio	"No silêncio aprendi mais do que em todos os livros; na solidão aprendi mais do que em todas as conversas. O maior mestre é Deus, e Ele prefere falar no silêncio."
886	Abba Moisés	"A vida espiritual não é um projeto que se conclui; é um caminho que nunca acaba. Quem acha que chegou, está começando a se enganar."
887	Abba Poemen	"O monge que ama sua reputação mais do que a verdade, perderá ambas no fim; o monge que ama a verdade mais do que a reputação, ganhará ambas na eternidade."
888	Abba Agatão	"A palavra que edifica é sempre mais curta do que a palavra que destrói; pois construir é lento e difícil, e destruir é rápido e fácil."
889	Abba Antônio	"O amor de Deus é o único amor que não diminui quando é dividido; ao contrário, quanto mais se divide, mais aumenta. Por isso a caridade é sinal do amor divino."
890	Abba Macário o Grande	"O monge maduro não busca experiências espirituais extraordinárias; busca a fidelidade nas coisas ordinárias. A santidade está no ordinário santificado."
891	Abba Sisoes	"O coração que não chora, não ama; e o coração que não ama, não vive. A compunção é o choro do amor, não o choro do medo."
892	Abba João Colobos	"O monge que desce de sua cela com mais paz do que subiu, isso é sinal de Deus; o monge que desce com mais agitação, isso é sinal de que o inimigo trabalhou."
893	Abba Poemen	"A vida monástica pode ser resumida em duas palavras: rezar e vigiar. Rezar sem vigiar é sonhar; vigiar sem rezar é trabalhar em vão."
894	Abba Moisés	"Quando Deus me pede contas da minha vida, quero mostrar-Lhe não os milagres que fiz, mas as vezes que pedi perdão; não as virtudes que adquiri, mas as quedas das quais me levantei."
895	Abba Arsênio	"O monge que busca Deus com o coração, encontra-O; o monge que busca Deus com a cabeça, discute sobre Ele. Há uma diferença entre encontrar e discutir."
896	Abba Macário o Grande	"A alma que não descansou em Deus descansará nas criaturas; e as criaturas sempre decepcionam no fim. Por isso todo descanso nas criaturas produz eventualmente inquietação."
897	Abba Antônio	"A maior herança que o monge pode deixar aos discípulos não são as palavras que disse, mas o exemplo que deu; pois as palavras ensinam, mas o exemplo transforma."
898	Abba Agatão	"O monge que chega ao fim de sua vida sem ter reconhecido sua própria miséria, não chegou ao fim da vida espiritual; chegou ao fim da vida corporal. A vida espiritual começa com o reconhecimento da própria miséria."
899	Abba Poemen	Há um sinal seguro de que Deus está trabalhando na alma: ela começa a ver sua própria pobreza com mais clareza ao mesmo tempo em que a misericórdia de Deus com mais alegria. Os dois crescem juntos.
900	Abba Sisoes	"O monge que persevera até o fim não é o que nunca caiu; é o que cada vez que caiu, levantou-se. E cada levantamento é um ato de fé que fortalece a alma."
901	Abba Moisés	"A sabedoria espiritual não é saber muitas coisas; é fazer bem uma única coisa: amar a Deus sobre tudo e ao próximo como a si mesmo. Quem faz isso sabe tudo o que é necessário."
902	Abba Arsênio	"No deserto aprendi que Deus não precisa de nossos méritos para nos amar; Ele nos ama antes de qualquer mérito. Nossos méritos são a resposta ao Seu amor, não a condição para obtê-lo."
